"airline","airlineID","sourceAirport","sourceAirportID","destinationAirport","destinationAirportID","codeshare","stops","equipment"
"KL"," 3090","YYZ"," 193","YWG"," 160","Y","0","737"
"LH"," 3320","YUL"," 146","YYZ"," 193","Y","0","333"
"LH"," 3320","YYZ"," 193","YUL"," 146","Y","0","333"
"LX"," 4559","YUL"," 146","YYZ"," 193","Y","0","333"
"LX"," 4559","YYZ"," 193","YUL"," 146","Y","0","333"
"MO","  502","YBK","  29","YCS","5487",NA,"0","AT4"
"MO","  502","YBK","  29","YRT"," 132",NA,"0","AT4"
"MO","  502","YCS","5487","YBK","  29",NA,"0","AT4"
"MO","  502","YCS","5487","YRT"," 132",NA,"0","AT4"
"MO","  502","YEK","  50","YRT"," 132",NA,"0","AT4"
"MO","  502","YEK","  50","YXN","5534",NA,"0","AT4"
"MO","  502","YEK","  50","YYQ"," 187",NA,"0","AT4"
"MO","  502","YFB","  55","YRT"," 132","Y","0","73M"
"MO","  502","YFO","  58","YQD","5524",NA,"0","AT4"
"MO","  502","YFO","  58","YTH"," 141",NA,"0","FRJ"
"MO","  502","YFO","  58","YWG"," 160",NA,"0","AT4 FRJ"
"MO","  502","YGX","5497","YTH"," 141",NA,"0","AT4"
"MO","  502","YGX","5497","YWG"," 160",NA,"0","AT4"
"MO","  502","YOW"," 100","YFB","  55","Y","0","73M"
"MO","  502","YQD","5524","YFO","  58",NA,"0","AT4"
"MO","  502","YQD","5524","YTH"," 141",NA,"0","FRJ"
"MO","  502","YQD","5524","YWG"," 160",NA,"0","AT4 FRJ"
"MO","  502","YRT"," 132","YBK","  29",NA,"0","AT4"
"MO","  502","YRT"," 132","YCS","5487",NA,"0","AT4"
"MO","  502","YRT"," 132","YEK","  50",NA,"0","AT4"
"MO","  502","YRT"," 132","YTH"," 141",NA,"0","AT4"
"MO","  502","YRT"," 132","YUT"," 147",NA,"0","AT4"
"MO","  502","YRT"," 132","YWG"," 160",NA,"0","FRJ"
"MO","  502","YRT"," 132","YXN","5534",NA,"0","AT4"
"MO","  502","YRT"," 132","YYQ"," 187",NA,"0","AT4 FRJ"
"MO","  502","YRT"," 132","YZF"," 196","Y","0","73M"
"MO","  502","YRT"," 132","YZS","  41",NA,"0","AT4"
"MO","  502","YSK","5529","YWG"," 160",NA,"0","AT4"
"MO","  502","YTH"," 141","YFO","  58",NA,"0","FRJ"
"MO","  502","YTH"," 141","YGX","5497",NA,"0","AT4"
"MO","  502","YTH"," 141","YQD","5524",NA,"0","FRJ"
"MO","  502","YTH"," 141","YWG"," 160",NA,"0","FRJ AT4"
"MO","  502","YTH"," 141","YYQ"," 187",NA,"0","AT4"
"MO","  502","YUT"," 147","YRT"," 132",NA,"0","AT4"
"MO","  502","YUT"," 147","YZS","  41",NA,"0","AT4"
"MO","  502","YWG"," 160","YFO","  58",NA,"0","FRJ AT4"
"MO","  502","YWG"," 160","YGX","5497",NA,"0","AT4"
"MO","  502","YWG"," 160","YQD","5524",NA,"0","AT4 FRJ"
"MO","  502","YWG"," 160","YRT"," 132",NA,"0","FRJ AT4"
"MO","  502","YWG"," 160","YSK","5529",NA,"0","AT4"
"MO","  502","YWG"," 160","YTH"," 141",NA,"0","AT4 FRJ"
"MO","  502","YWG"," 160","YYQ"," 187",NA,"0","AT4 FRJ"
"MO","  502","YXN","5534","YEK","  50",NA,"0","AT4"
"MO","  502","YXN","5534","YRT"," 132",NA,"0","AT4"
"MO","  502","YYQ"," 187","YEK","  50",NA,"0","AT4"
"MO","  502","YYQ"," 187","YRT"," 132",NA,"0","FRJ AT4"
"MO","  502","YYQ"," 187","YTH"," 141",NA,"0","AT4"
"MO","  502","YYQ"," 187","YWG"," 160",NA,"0","AT4 FRJ"
"MO","  502","YZF"," 196","YEG","  49","Y","0","73M"
"MO","  502","YZF"," 196","YOW"," 100","Y","0","73M"
"MO","  502","YZS","  41","YRT"," 132",NA,"0","AT4"
"MO","  502","YZS","  41","YUT"," 147",NA,"0","AT4"
"P6",NA,"YBC","  27","YQB"," 111",NA,"0","J32"
"P6",NA,"YBC","  27","YWK"," 161",NA,"0","J32"
"P6",NA,"YBG","  28","YHU","  71",NA,"0","J32"
"P6",NA,"YBG","  28","YQB"," 111",NA,"0","AT4"
"P6",NA,"YBG","  28","YZV"," 202",NA,"0","J32"
"P6",NA,"YGR","  65","YQB"," 111",NA,"0","PL2 J32"
"P6",NA,"YGR","  65","YVB","6775",NA,"0","J32 PL2"
"P6",NA,"YGV","7255","YZV"," 202",NA,"0","J32"
"P6",NA,"YHU","  71","YBG","  28",NA,"0","J32"
"P6",NA,"YHU","  71","YQB"," 111",NA,"0","J32 PL2"
"P6",NA,"YHU","  71","YVO"," 153",NA,"0","J32"
"P6",NA,"YHU","  71","YZV"," 202",NA,"0","J32"
"P6",NA,"YQB"," 111","YBC","  27",NA,"0","J32"
"P6",NA,"YQB"," 111","YGR","  65",NA,"0","J32 PL2"
"P6",NA,"YQB"," 111","YHU","  71",NA,"0","J32 PL2"
"P6",NA,"YQB"," 111","YVB","6775",NA,"0","PL2"
"P6",NA,"YQB"," 111","YWK"," 161",NA,"0","AT4"
"P6",NA,"YQB"," 111","YYY"," 192",NA,"0","AT4 J32"
"P6",NA,"YQB"," 111","YZV"," 202",NA,"0","J32"
"P6",NA,"YUY"," 149","YVO"," 153",NA,"0","J32"
"P6",NA,"YVB","6775","YGR","  65",NA,"0","PL2 J32"
"P6",NA,"YVB","6775","YYY"," 192",NA,"0","J32 PL2"
"P6",NA,"YVB","6775","ZBF","5538",NA,"0","J32"
"P6",NA,"YVO"," 153","YHU","  71",NA,"0","J32"
"P6",NA,"YVO"," 153","YUY"," 149",NA,"0","J32"
"P6",NA,"YWK"," 161","YBC","  27",NA,"0","J32"
"P6",NA,"YWK"," 161","YBG","  28",NA,"0","AT4"
"P6",NA,"YWK"," 161","YVB","6775",NA,"0","J32"
"P6",NA,"YWK"," 161","YZV"," 202",NA,"0","J32 AT4"
"P6",NA,"YYY"," 192","YQB"," 111",NA,"0","J32 AT4 PL2"
"P6",NA,"YYY"," 192","YVB","6775",NA,"0","J32"
"P6",NA,"YYY"," 192","YZV"," 202",NA,"0","AT4"
"P6",NA,"YZV"," 202","YBG","  28",NA,"0","J32"
"P6",NA,"YZV"," 202","YGV","7255",NA,"0","J32"
"P6",NA,"YZV"," 202","YHU","  71",NA,"0","J32"
"P6",NA,"YZV"," 202","YQB"," 111",NA,"0","J32"
"P6",NA,"YZV"," 202","YWK"," 161",NA,"0","AT4 J32"
"P6",NA,"YZV"," 202","YYY"," 192",NA,"0","AT4"
"PB",NA,"YAY","  24","YBX","5485",NA,"0","SFB"
"PB",NA,"YAY","  24","YYR"," 188",NA,"0","DH1"
"PB",NA,"YAY","  24","YYT"," 189",NA,"0","SFB DH1"
"PB",NA,"YBX","5485","YAY","  24",NA,"0","SFB"
"PB",NA,"YBX","5485","YYR"," 188",NA,"0","SFB"
"PB",NA,"YCL","  36","YHZ","  73",NA,"0","SFB"
"PB",NA,"YCL","  36","YWK"," 161",NA,"0","SFB"
"PB",NA,"YDF","  45","YYR"," 188",NA,"0","DH1 SFB"
"PB",NA,"YDF","  45","YYT"," 189",NA,"0","SFB DH1"
"PB",NA,"YDP","5488","YYR"," 188",NA,"0","DHT"
"PB",NA,"YHO","5502","YMN","5492",NA,"0","DHT"
"PB",NA,"YHZ","  73","YCL","  36",NA,"0","SFB"
"PB",NA,"YJT","  77","YDF","  45",NA,"0","SFB"
"PB",NA,"YKL","  80","YWK"," 161",NA,"0","SFB"
"PB",NA,"YMN","5492","YHO","5502",NA,"0","DHT"
"PB",NA,"YMN","5492","YSO","7252",NA,"0","DHT"
"PB",NA,"YQB"," 111","YUL"," 146",NA,"0","DH1"
"PB",NA,"YQB"," 111","YZV"," 202",NA,"0","DH1"
"PB",NA,"YSO","7252","YMN","5492",NA,"0","DHT"
"PB",NA,"YSO","7252","YYR"," 188",NA,"0","DHT"
"PB",NA,"YUL"," 146","YQB"," 111",NA,"0","DH1"
"PB",NA,"YUL"," 146","YWK"," 161",NA,"0","DH1"
"PB",NA,"YUL"," 146","YZV"," 202",NA,"0","DH1"
"PB",NA,"YWK"," 161","YCL","  36",NA,"0","SFB"
"PB",NA,"YWK"," 161","YKL","  80",NA,"0","SFB"
"PB",NA,"YWK"," 161","YUL"," 146",NA,"0","DH1"
"PB",NA,"YWK"," 161","YYR"," 188",NA,"0","DH1"
"PB",NA,"YWK"," 161","YZV"," 202",NA,"0","DH1"
"PB",NA,"YWK"," 161","ZUM","5550",NA,"0","DH1"
"PB",NA,"YYR"," 188","YAY","  24",NA,"0","DH1"
"PB",NA,"YYR"," 188","YBX","5485",NA,"0","SFB"
"PB",NA,"YYR"," 188","YDF","  45",NA,"0","DH1"
"PB",NA,"YYR"," 188","YDP","5488",NA,"0","DHT"
"PB",NA,"YYR"," 188","YSO","7252",NA,"0","DHT"
"PB",NA,"YYR"," 188","YWK"," 161",NA,"0","DH1"
"PB",NA,"YYR"," 188","YYT"," 189",NA,"0","DH1 SFB"
"PB",NA,"YYR"," 188","ZUM","5550",NA,"0","DH1"
"PB",NA,"YYT"," 189","YAY","  24",NA,"0","SFB DH1"
"PB",NA,"YYT"," 189","YDF","  45",NA,"0","DH1 SFB"
"PB",NA,"YYT"," 189","YJT","  77",NA,"0","SFB"
"PB",NA,"YYT"," 189","YYR"," 188",NA,"0","DH1"
"PB",NA,"YZV"," 202","YQB"," 111",NA,"0","DH1"
"PB",NA,"YZV"," 202","YUL"," 146",NA,"0","DH1"
"PB",NA,"YZV"," 202","YWK"," 161",NA,"0","DH1"
"PB",NA,"ZUM","5550","YWK"," 161",NA,"0","DH1"
"PB",NA,"ZUM","5550","YYR"," 188",NA,"0","DH1"
"PD"," 4021","YAM","  21","YTZ"," 144",NA,"0","DH4"
"PD"," 4021","YHZ","  73","YOW"," 100",NA,"0","DH4"
"PD"," 4021","YHZ","  73","YUL"," 146",NA,"0","DH4"
"PD"," 4021","YHZ","  73","YYT"," 189",NA,"0","DH4"
"PD"," 4021","YOW"," 100","YHZ","  73",NA,"0","DH4"
"PD"," 4021","YOW"," 100","YQM"," 117",NA,"0","DH4"
"PD"," 4021","YOW"," 100","YTZ"," 144",NA,"0","DH4"
"PD"," 4021","YQB"," 111","YTZ"," 144",NA,"0","DH4"
"PD"," 4021","YQG"," 113","YTZ"," 144",NA,"0","DH4"
"PD"," 4021","YQM"," 117","YOW"," 100",NA,"0","DH4"
"PD"," 4021","YQT"," 121","YTZ"," 144",NA,"0","DH4"
"PD"," 4021","YSB"," 133","YTZ"," 144",NA,"0","DH4"
"PD"," 4021","YTS"," 143","YTZ"," 144",NA,"0","DH4"
"PD"," 4021","YTZ"," 144","YAM","  21",NA,"0","DH4"
"PD"," 4021","YTZ"," 144","YOW"," 100",NA,"0","DH4"
"PD"," 4021","YTZ"," 144","YQB"," 111",NA,"0","DH4"
"PD"," 4021","YTZ"," 144","YQG"," 113",NA,"0","DH4"
"PD"," 4021","YTZ"," 144","YQT"," 121",NA,"0","DH4"
"PD"," 4021","YTZ"," 144","YSB"," 133",NA,"0","DH4"
"PD"," 4021","YTZ"," 144","YTS"," 143",NA,"0","DH4"
"PD"," 4021","YTZ"," 144","YUL"," 146",NA,"0","DH4"
"PD"," 4021","YUL"," 146","YHZ","  73",NA,"0","DH4"
"PD"," 4021","YUL"," 146","YTZ"," 144",NA,"0","DH4"
"PD"," 4021","YYT"," 189","YHZ","  73",NA,"0","DH4"
"PR"," 3952","YVR"," 156","YYZ"," 193",NA,"0","773"
"PR"," 3952","YYZ"," 193","YVR"," 156",NA,"0","773"
"Q9","11838","YBC","  27","YQB"," 111",NA,"0","BEH"
"Q9","11838","YBC","  27","YYY"," 192",NA,"0","BEH"
"Q9","11838","YGV","7255","YPN"," 106",NA,"0","PAG"
"Q9","11838","YGV","7255","YZV"," 202",NA,"0","BE1"
"Q9","11838","YNA","  94","YZV"," 202",NA,"0","BEH"
"Q9","11838","YPN"," 106","YGV","7255",NA,"0","PAG"
"Q9","11838","YPN"," 106","YZV"," 202",NA,"0","PAG"
"Q9","11838","YQB"," 111","YBC","  27",NA,"0","BEH"
"Q9","11838","YQB"," 111","YZV"," 202",NA,"0","BEH"
"Q9","11838","YWK"," 161","YYY"," 192",NA,"0","BEH"
"Q9","11838","YWK"," 161","YZV"," 202",NA,"0","BEH"
"Q9","11838","YYY"," 192","YBC","  27",NA,"0","BEH"
"Q9","11838","YYY"," 192","YWK"," 161",NA,"0","BEH"
"Q9","11838","YYY"," 192","YZV"," 202",NA,"0","BEH"
"Q9","11838","YZV"," 202","YGV","7255",NA,"0","BE1"
"Q9","11838","YZV"," 202","YNA","  94",NA,"0","BEH"
"Q9","11838","YZV"," 202","YPN"," 106",NA,"0","PAG"
"Q9","11838","YZV"," 202","YQB"," 111",NA,"0","BEH"
"Q9","11838","YZV"," 202","YWK"," 161",NA,"0","BEH"
"Q9","11838","YZV"," 202","YYY"," 192",NA,"0","BEH"
"TS"," 1317","YQB"," 111","YUL"," 146",NA,"0","310"
"TS"," 1317","YUL"," 146","YQB"," 111",NA,"0","310"
"TS"," 1317","YUL"," 146","YYZ"," 193",NA,"0","310"
"TS"," 1317","YVR"," 156","YYC"," 178",NA,"0","330"
"TS"," 1317","YYC"," 178","YEG","  49",NA,"0","330"
"TS"," 1317","YYC"," 178","YVR"," 156",NA,"0","330"
"TS"," 1317","YYZ"," 193","YQB"," 111",NA,"0","330"
"TS"," 1317","YYZ"," 193","YUL"," 146",NA,"0","310"
"UA"," 5209","YUL"," 146","YYZ"," 193","Y","0","333"
"UA"," 5209","YYZ"," 193","YUL"," 146","Y","0","333"
"WJ"," 5399","YBX","5485","YIF","6789",NA,"0","DHT BE1"
"WJ"," 5399","YDP","5488","YYR"," 188",NA,"0","DHT"
"WJ"," 5399","YHO","5502","YSO","7252",NA,"0","DHT"
"WJ"," 5399","YHR","5503","YIF","6789",NA,"0","BE1"
"WJ"," 5399","YHR","5503","YNA","  94",NA,"0","BE1"
"WJ"," 5399","YHR","5503","ZTB","5473",NA,"0","DHT"
"WJ"," 5399","YIF","6789","YBX","5485",NA,"0","BE1 DHT"
"WJ"," 5399","YIF","6789","YHR","5503",NA,"0","BE1"
"WJ"," 5399","YIF","6789","ZLT","5474",NA,"0","DHT"
"WJ"," 5399","YMN","5492","YRG","5461",NA,"0","DHT"
"WJ"," 5399","YMN","5492","YSO","7252",NA,"0","DHT"
"WJ"," 5399","YNA","  94","YHR","5503",NA,"0","BE1"
"WJ"," 5399","YNA","  94","YZV"," 202",NA,"0","BE1"
"WJ"," 5399","YNA","  94","ZKG","8217",NA,"0","DHT"
"WJ"," 5399","YRG","5461","YMN","5492",NA,"0","DHT"
"WJ"," 5399","YRG","5461","YYR"," 188",NA,"0","DHT"
"WJ"," 5399","YSO","7252","YHO","5502",NA,"0","DHT"
"WJ"," 5399","YSO","7252","YMN","5492",NA,"0","DHT"
"WJ"," 5399","YYR"," 188","YDP","5488",NA,"0","DHT"
"WJ"," 5399","YYR"," 188","YRG","5461",NA,"0","DHT"
"WJ"," 5399","YZV"," 202","YNA","  94",NA,"0","BE1"
"WJ"," 5399","ZKG","8217","YNA","  94",NA,"0","DHT"
"WJ"," 5399","ZLT","5474","YIF","6789",NA,"0","DHT"
"WJ"," 5399","ZLT","5474","ZTB","5473",NA,"0","DHT"
"WJ"," 5399","ZTB","5473","YHR","5503",NA,"0","DHT"
"WJ"," 5399","ZTB","5473","ZLT","5474",NA,"0","DHT"
"WS"," 5416","YBR","  31","YYC"," 178",NA,"0","DH4"
"WS"," 5416","YCD","  33","YYC"," 178",NA,"0","DH4"
"WS"," 5416","YDF","  45","YYZ"," 193",NA,"0","73W"
"WS"," 5416","YEG","  49","YHM","  70",NA,"0","73W"
"WS"," 5416","YEG","  49","YLW","  87",NA,"0","73W"
"WS"," 5416","YEG","  49","YMM","  90",NA,"0","73W DH4"
"WS"," 5416","YEG","  49","YOW"," 100",NA,"0","73W"
"WS"," 5416","YEG","  49","YQQ"," 119",NA,"0","73W"
"WS"," 5416","YEG","  49","YQR"," 120",NA,"0","DH4"
"WS"," 5416","YEG","  49","YQU"," 122",NA,"0","DH4"
"WS"," 5416","YEG","  49","YUL"," 146",NA,"0","736"
"WS"," 5416","YEG","  49","YVR"," 156",NA,"0","73H 73W 736"
"WS"," 5416","YEG","  49","YWG"," 160",NA,"0","73W"
"WS"," 5416","YEG","  49","YXE"," 166",NA,"0","DH4"
"WS"," 5416","YEG","  49","YXX"," 175",NA,"0","73W"
"WS"," 5416","YEG","  49","YYC"," 178",NA,"0","73W DH4"
"WS"," 5416","YEG","  49","YYJ"," 184",NA,"0","736 73W"
"WS"," 5416","YEG","  49","YYZ"," 193",NA,"0","73H 73W"
"WS"," 5416","YEG","  49","YZF"," 196",NA,"0","73W 736"
"WS"," 5416","YHM","  70","YEG","  49",NA,"0","73W"
"WS"," 5416","YHM","  70","YHZ","  73",NA,"0","73W"
"WS"," 5416","YHM","  70","YQM"," 117",NA,"0","73W"
"WS"," 5416","YHM","  70","YYC"," 178",NA,"0","73H 73W"
"WS"," 5416","YHZ","  73","YHM","  70",NA,"0","73W"
"WS"," 5416","YHZ","  73","YOW"," 100",NA,"0","73W"
"WS"," 5416","YHZ","  73","YYC"," 178",NA,"0","73W"
"WS"," 5416","YHZ","  73","YYT"," 189",NA,"0","73W"
"WS"," 5416","YHZ","  73","YYZ"," 193",NA,"0","73W 736"
"WS"," 5416","YKA","  78","YYC"," 178",NA,"0","DH4"
"WS"," 5416","YKF","  79","YYC"," 178",NA,"0","73W"
"WS"," 5416","YLW","  87","YEG","  49",NA,"0","73W"
"WS"," 5416","YLW","  87","YVR"," 156",NA,"0","73W DH4"
"WS"," 5416","YLW","  87","YYC"," 178",NA,"0","73W"
"WS"," 5416","YLW","  87","YYJ"," 184",NA,"0","DH4"
"WS"," 5416","YLW","  87","YYZ"," 193",NA,"0","736"
"WS"," 5416","YMM","  90","YEG","  49",NA,"0","73W DH4"
"WS"," 5416","YMM","  90","YYC"," 178",NA,"0","73W"
"WS"," 5416","YMM","  90","YYZ"," 193",NA,"0","73W"
"WS"," 5416","YOW"," 100","YEG","  49",NA,"0","73W"
"WS"," 5416","YOW"," 100","YHZ","  73",NA,"0","73W"
"WS"," 5416","YOW"," 100","YWG"," 160",NA,"0","73W"
"WS"," 5416","YOW"," 100","YYC"," 178",NA,"0","73W 736"
"WS"," 5416","YOW"," 100","YYT"," 189",NA,"0","73W"
"WS"," 5416","YOW"," 100","YYZ"," 193",NA,"0","736 73W"
"WS"," 5416","YQB"," 111","YYZ"," 193",NA,"0","73W"
"WS"," 5416","YQG"," 113","YYC"," 178",NA,"0","73W"
"WS"," 5416","YQM"," 117","YHM","  70",NA,"0","73W"
"WS"," 5416","YQM"," 117","YYZ"," 193",NA,"0","73W"
"WS"," 5416","YQQ"," 119","YEG","  49",NA,"0","73W"
"WS"," 5416","YQQ"," 119","YYC"," 178",NA,"0","73W 73H 736"
"WS"," 5416","YQR"," 120","YEG","  49",NA,"0","DH4"
"WS"," 5416","YQR"," 120","YVR"," 156",NA,"0","73W"
"WS"," 5416","YQR"," 120","YWG"," 160",NA,"0","DH4"
"WS"," 5416","YQR"," 120","YYC"," 178",NA,"0","73W DH4"
"WS"," 5416","YQR"," 120","YYZ"," 193",NA,"0","73W"
"WS"," 5416","YQT"," 121","YWG"," 160",NA,"0","73W 736"
"WS"," 5416","YQT"," 121","YYZ"," 193",NA,"0","73W 736"
"WS"," 5416","YQU"," 122","YEG","  49",NA,"0","DH4"
"WS"," 5416","YQU"," 122","YYC"," 178",NA,"0","DH4"
"WS"," 5416","YUL"," 146","YEG","  49",NA,"0","736"
"WS"," 5416","YUL"," 146","YVR"," 156",NA,"0","73W"
"WS"," 5416","YUL"," 146","YWG"," 160",NA,"0","73W"
"WS"," 5416","YUL"," 146","YYC"," 178",NA,"0","73W"
"WS"," 5416","YUL"," 146","YYZ"," 193",NA,"0","73W 736"
"WS"," 5416","YVR"," 156","YEG","  49",NA,"0","73W 73H 736"
"WS"," 5416","YVR"," 156","YLW","  87",NA,"0","73W DH4"
"WS"," 5416","YVR"," 156","YQR"," 120",NA,"0","73W"
"WS"," 5416","YVR"," 156","YUL"," 146",NA,"0","73W"
"WS"," 5416","YVR"," 156","YWG"," 160",NA,"0","736 73W"
"WS"," 5416","YVR"," 156","YXE"," 166",NA,"0","73W"
"WS"," 5416","YVR"," 156","YXJ"," 168",NA,"0","DH4"
"WS"," 5416","YVR"," 156","YXS"," 172",NA,"0","73W DH4"
"WS"," 5416","YVR"," 156","YXT"," 173",NA,"0","DH4"
"WS"," 5416","YVR"," 156","YYC"," 178",NA,"0","73H 73W 736"
"WS"," 5416","YVR"," 156","YYJ"," 184",NA,"0","DH4"
"WS"," 5416","YVR"," 156","YYZ"," 193",NA,"0","73W 73H 736"
"WS"," 5416","YWG"," 160","YEG","  49",NA,"0","73W 736"
"WS"," 5416","YWG"," 160","YOW"," 100",NA,"0","73W"
"WS"," 5416","YWG"," 160","YQR"," 120",NA,"0","DH4"
"WS"," 5416","YWG"," 160","YQT"," 121",NA,"0","73W 736"
"WS"," 5416","YWG"," 160","YUL"," 146",NA,"0","73W"
"WS"," 5416","YWG"," 160","YVR"," 156",NA,"0","73W 736"
"WS"," 5416","YWG"," 160","YXE"," 166",NA,"0","DH4"
"WS"," 5416","YWG"," 160","YXU"," 174",NA,"0","73W"
"WS"," 5416","YWG"," 160","YYC"," 178",NA,"0","73W"
"WS"," 5416","YWG"," 160","YYZ"," 193",NA,"0","73W 736"
"WS"," 5416","YXE"," 166","YEG","  49",NA,"0","DH4"
"WS"," 5416","YXE"," 166","YVR"," 156",NA,"0","73W"
"WS"," 5416","YXE"," 166","YWG"," 160",NA,"0","DH4"
"WS"," 5416","YXE"," 166","YYC"," 178",NA,"0","73W DH4"
"WS"," 5416","YXE"," 166","YYZ"," 193",NA,"0","73W"
"WS"," 5416","YXJ"," 168","YVR"," 156",NA,"0","DH4"
"WS"," 5416","YXJ"," 168","YYC"," 178",NA,"0","DH4"
"WS"," 5416","YXS"," 172","YVR"," 156",NA,"0","DH4 73W"
"WS"," 5416","YXS"," 172","YYC"," 178",NA,"0","736"
"WS"," 5416","YXT"," 173","YVR"," 156",NA,"0","DH4"
"WS"," 5416","YXU"," 174","YWG"," 160",NA,"0","73W"
"WS"," 5416","YXU"," 174","YYC"," 178",NA,"0","73W"
"WS"," 5416","YXX"," 175","YEG","  49",NA,"0","73W"
"WS"," 5416","YXX"," 175","YYC"," 178",NA,"0","73W 736"
"WS"," 5416","YYC"," 178","YBR","  31",NA,"0","DH4"
"WS"," 5416","YYC"," 178","YCD","  33",NA,"0","DH4"
"WS"," 5416","YYC"," 178","YEG","  49",NA,"0","DH4 73W 736"
"WS"," 5416","YYC"," 178","YHM","  70",NA,"0","73W 73H"
"WS"," 5416","YYC"," 178","YHZ","  73",NA,"0","73W"
"WS"," 5416","YYC"," 178","YKA","  78",NA,"0","DH4"
"WS"," 5416","YYC"," 178","YKF","  79",NA,"0","73W"
"WS"," 5416","YYC"," 178","YLW","  87",NA,"0","736 73W DH4"
"WS"," 5416","YYC"," 178","YMM","  90",NA,"0","73W"
"WS"," 5416","YYC"," 178","YOW"," 100",NA,"0","73W"
"WS"," 5416","YYC"," 178","YQG"," 113",NA,"0","73W"
"WS"," 5416","YYC"," 178","YQQ"," 119",NA,"0","73W 73H 736"
"WS"," 5416","YYC"," 178","YQR"," 120",NA,"0","DH4 73W"
"WS"," 5416","YYC"," 178","YQU"," 122",NA,"0","DH4"
"WS"," 5416","YYC"," 178","YUL"," 146",NA,"0","73W"
"WS"," 5416","YYC"," 178","YVR"," 156",NA,"0","73W 736 73H"
"WS"," 5416","YYC"," 178","YWG"," 160",NA,"0","73W 736"
"WS"," 5416","YYC"," 178","YXE"," 166",NA,"0","73W DH4"
"WS"," 5416","YYC"," 178","YXJ"," 168",NA,"0","DH4"
"WS"," 5416","YYC"," 178","YXS"," 172",NA,"0","736"
"WS"," 5416","YYC"," 178","YXU"," 174",NA,"0","73W"
"WS"," 5416","YYC"," 178","YXX"," 175",NA,"0","73W 736"
"WS"," 5416","YYC"," 178","YYJ"," 184",NA,"0","73W 73H"
"WS"," 5416","YYC"," 178","YYZ"," 193",NA,"0","73H 73W 736"
"WS"," 5416","YYG"," 182","YYZ"," 193",NA,"0","73W 736"
"WS"," 5416","YYJ"," 184","YEG","  49",NA,"0","73W"
"WS"," 5416","YYJ"," 184","YLW","  87",NA,"0","DH4"
"WS"," 5416","YYJ"," 184","YVR"," 156",NA,"0","DH4"
"WS"," 5416","YYJ"," 184","YYC"," 178",NA,"0","73W 736 73H"
"WS"," 5416","YYJ"," 184","YYZ"," 193",NA,"0","73W"
"WS"," 5416","YYT"," 189","YHZ","  73",NA,"0","73W"
"WS"," 5416","YYT"," 189","YOW"," 100",NA,"0","73W"
"WS"," 5416","YYT"," 189","YYZ"," 193",NA,"0","73H 73W"
"WS"," 5416","YYZ"," 193","YDF","  45",NA,"0","73W"
"WS"," 5416","YYZ"," 193","YEG","  49",NA,"0","73W 73H"
"WS"," 5416","YYZ"," 193","YHZ","  73",NA,"0","73W 736"
"WS"," 5416","YYZ"," 193","YLW","  87",NA,"0","73W"
"WS"," 5416","YYZ"," 193","YMM","  90",NA,"0","73W"
"WS"," 5416","YYZ"," 193","YOW"," 100",NA,"0","736 73W"
"WS"," 5416","YYZ"," 193","YQB"," 111",NA,"0","73W"
"WS"," 5416","YYZ"," 193","YQM"," 117",NA,"0","73W"
"WS"," 5416","YYZ"," 193","YQR"," 120",NA,"0","73W"
"WS"," 5416","YYZ"," 193","YQT"," 121",NA,"0","73W 736"
"WS"," 5416","YYZ"," 193","YUL"," 146",NA,"0","73W 736"
"WS"," 5416","YYZ"," 193","YVR"," 156",NA,"0","73W 736 73H"
"WS"," 5416","YYZ"," 193","YWG"," 160",NA,"0","73W 736"
"WS"," 5416","YYZ"," 193","YXE"," 166",NA,"0","73W"
"WS"," 5416","YYZ"," 193","YYC"," 178",NA,"0","73W 73H 736"
"WS"," 5416","YYZ"," 193","YYG"," 182",NA,"0","73W 736"
"WS"," 5416","YYZ"," 193","YYJ"," 184",NA,"0","73W"
"WS"," 5416","YYZ"," 193","YYT"," 189",NA,"0","73W 73H"
"WS"," 5416","YZF"," 196","YEG","  49",NA,"0","73W 736"
"WT",NA,"KEW","8355","YRL","5527",NA,"0","BEH"
"WT",NA,"KIF","5469","WNN","5466",NA,"0","BEH"
"WT",NA,"KIF","5469","YXL"," 169",NA,"0","BEH"
"WT",NA,"MSA","5544","XBE","5468",NA,"0","BEH"
"WT",NA,"MSA","5544","YXL"," 169",NA,"0","BEH"
"WT",NA,"MSA","5544","ZPB","5546",NA,"0","BEH"
"WT",NA,"MSA","5544","ZRJ","5547",NA,"0","BEH"
"WT",NA,"SUR","5464","YXL"," 169",NA,"0","BEH"
"WT",NA,"WNN","5466","KIF","5469",NA,"0","BEH"
"WT",NA,"WNN","5466","SUR","5464",NA,"0","BEH"
"WT",NA,"WNN","5466","YXL"," 169",NA,"0","BEH"
"WT",NA,"XBE","5468","MSA","5544",NA,"0","BEH"
"WT",NA,"XBE","5468","YAX","5465",NA,"0","BEH"
"WT",NA,"XBE","5468","YTL","5531",NA,"0","BEH"
"WT",NA,"XBE","5468","YXL"," 169",NA,"0","BEH"
"WT",NA,"XKS","5480","YTL","5531",NA,"0","BEH"
"WT",NA,"XKS","5480","YXL"," 169",NA,"0","BEH"
"WT",NA,"YAC","5478","YXL"," 169",NA,"0","BEH"
"WT",NA,"YAC","5478","ZRJ","5547",NA,"0","BEH"
"WT",NA,"YAX","5465","XBE","5468",NA,"0","BEH"
